      1.0000000000,       1.0000000000,      -0.5000000000,     -24.1325927754,       6.4698401600,      -0.0549433038,      10.1614592172,       5.6026237787,      -8.2761770118,       8.0588626958,       4.6607449202,     -24.1387850536,       6.2940919563,      -0.6335411624,      10.0239920809,       5.6537026344,      -8.1384278288,       8.4521878798,       4.7720806166,     -24.1507395551,       6.3884574202,      -1.2422968260,      10.0922184673,       5.6586678275,      -7.9767039985,       8.8702615513,       4.7407241505,     -24.1557507753,       6.3450124920,      -1.3619555023,      10.0503801342,       5.6586673780,      -8.0095204864,       8.7556276184,       4.7310698913,     -24.1485139523,       6.4282331168,      -0.9147546240,      10.0504576274,       5.6537040098,      -8.2326002473,       8.2621410293,       4.5900019917,     -24.1367154743,       6.2279330143,      -0.2223113220,      10.0737527967,       5.6026240264,      -8.2700134077,       7.9467947755,       4.9303955281,     -24.1327053801,        6.4697487723,       -0.0548011420,       10.1615693326,        5.6025595540,       -8.2760446239,        8.0588564929,        4.6607345322,      -24.1388966008,        6.2939562991,       -0.6334086956,       10.0238523447,        5.6536332995,       -8.1383722592,        8.4521983382,        4.7720951222,      -24.1508538198,        6.3883956157,       -1.2421771570,       10.0896045514,        5.6586499647,       -7.9765652902,        8.8702846401,        4.7407029269,      -24.1558625648,        6.3450007169,       -1.3618410388,       10.0502589495,        5.6586503602,       -8.0094572539,        8.7556441014,        4.7310797046,      -24.1486253839,        6.4281727661,       -0.9146293151,       10.0514496660,        5.6536325445,       -8.2325466560,        8.2621420283,        4.5899926236,      -24.1368260937,        6.2277830573,       -0.2221707548,       10.0737612614,        5.6025597358,       -8.2698828686,        7.9467826591,        4.9303567381,  
      1.0000000000,       1.0000000000,      -0.4655172414,     -24.0666383832,       6.6508505756,       0.9214983068,      10.1635097418,       5.6026297043,      -8.1278285617,       8.0588683449,       4.9321917532,     -24.0708651503,       6.6134748553,       1.0817852910,      10.0278397419,       5.8014978337,      -7.9902420949,       8.8453818050,       5.2962514412,     -24.0789654502,       6.3884611716,       1.3066872926,      10.0992316711,       5.7718347146,      -7.9557177614,       8.8702673395,       4.8491143897,     -24.0823839386,       6.5069063638,       1.3559928530,      10.0540476733,       5.7718351737,      -7.9694036213,       9.1606978733,       5.2411752326,     -24.0774726666,       6.4282376228,       1.1793274505,      10.0594374675,       5.8014989804,      -8.0526186181,       8.3624125236,       5.0511144398,     -24.0694555987,       6.6316325172,       0.9621186154,      10.0782020606,       5.6026288971,      -8.1531372397,       7.9468055056,       4.9304032163,     -24.0667464849,        6.6508361837,        0.9215972807,       10.1685887186,        5.6025620718,       -8.1277830164,        8.0588654190,        4.9322074534,      -24.0709766102,        6.6134415239,        1.0818950543,       10.0251558895,        5.8014248103,       -7.9901899383,        8.8453564996,        5.2962331724,      -24.0790768343,        6.3883976231,        1.3068173434,       10.0938898110,        5.7717402216,       -7.9556542858,        8.8702992628,        4.8490905364,      -24.0824963803,        6.5067356095,        1.3561264765,       10.0508274377,        5.7717400994,       -7.9692650389,        9.1607173244,        5.2411580138,      -24.0775837047,        6.4281776254,        1.1794448280,       10.0608173730,        5.8014246075,       -8.0525686656,        8.3624207533,        5.0511308697,      -24.0695669302,        6.6316079526,        0.9622199918,       10.0789300739,        5.6025626434,       -8.1530934675,        7.9467901682,        4.9303616230,  
      1.0000000000,       1.0000000000,      -0.4310344828,     -24.0666265524,       6.6508539592,       0.9215081770,      10.2106740917,       6.1125331189,      -8.1278203145,       9.6519797558,       5.4053001831,     -24.0708549566,       6.6134753325,       1.0817952532,      10.2235091272,       5.8015031779,      -7.9902337774,       9.5708805364,       5.2962565124,     -24.0789534253,       6.5884621412,       1.3066997552,      10.2305916161,       5.7718472487,      -7.8727155895,       9.2228442920,       4.8491216878,     -24.0823569495,       6.5069152526,       1.3560040476,      10.2053253296,       5.7718466687,      -7.9063538787,       9.2885442918,       5.2411813448,     -24.0774616220,       6.6223678863,       1.1793380727,      10.2305189403,       5.8015036172,      -8.0526094674,       9.6884574140,       5.3990748213,     -24.0694434415,       6.6316350373,       0.9621278289,      10.2184522930,       6.1125332330,      -8.1531309112,       9.6070992383,       5.3133896612,     -24.0667438665,        6.6508393015,        0.9216127023,       10.2106876048,        6.1123818534,       -8.1277638770,        9.6520944041,        5.4052701020,      -24.0709711874,        6.6134482162,        1.0819106052,       10.2210044729,        5.8014261622,       -7.9901724998,        9.5707923634,        5.2962357979,      -24.0790711601,        6.5883836404,        1.3068306642,       10.2290538891,        5.7717465130,       -7.8726591570,        9.2227995985,        4.8490970682,      -24.0824906360,        6.5067456273,        1.3561388211,       10.2058261016,        5.7717469401,       -7.9062954130,        9.2884245555,        5.2411618196,      -24.0775796587,        6.6223207834,        1.1794588615,       10.2342272525,        5.8014278285,       -8.0525504960,        9.6883831699,        5.3990475335,      -24.0695611083,        6.6316117433,        0.9622356867,       10.2185531139,        6.1123813463,       -8.1530750169,        9.6072050481,        5.3133641308,  
      1.0000000000,       1.0000000000,      -0.3965517241,      -8.4598837519,       7.0706317428,       3.6139200265,      10.3530299133,       6.1867538223,      -7.9275322847,       9.8558131214,       5.4053056565,      -8.4899912114,       7.1392033496,       4.0682156045,      10.4114445300,       5.9930200848,      -7.9540910544,       9.5709043477,       5.5319394033,      -8.5472820659,       6.5884683050,       3.5530257787,      10.2486706624,       6.1370156442,      -7.8727074913,       9.5619462483,       5.3780430991,      -8.5709905205,       6.6811643682,       3.4430370164,      10.2134351669,       6.1370158338,      -7.9063449396,       9.4976184683,       5.5250263121,      -8.5367516598,       6.6223751102,       3.8449764879,      10.3625843101,       5.9930206941,      -7.9422103813,       9.6885342747,       5.3990815155,      -8.4798981891,       7.3219178771,       3.8580644952,      10.3914993037,       6.1867538812,      -7.9225104550,       9.9155738834,       5.3133988564,      -8.4597565082,        7.0707853365,        3.6140802821,       10.3506458416,        6.1866662677,       -7.9273914779,        9.8557341532,        5.4052705028,       -8.4898648895,        7.1392330667,        4.0682135238,       10.4065907379,        5.9929684291,       -7.9539516779,        9.5708971099,        5.5320105082,       -8.5471552091,        6.5883882618,        3.5530031114,       10.2489515539,        6.1369574182,       -7.8726406328,        9.5618554484,        5.3779719885,       -8.5708637595,        6.6812212392,        3.4430114199,       10.2091862298,        6.1369574748,       -7.9062786575,        9.4975551184,        5.5249548244,       -8.5366261356,        6.6223231692,        3.8449612101,       10.3603856536,        5.9929689019,       -7.9420696777,        9.6885819793,        5.3990508043,       -8.4797725885,        7.3219539748,        3.8582147663,       10.3959771211,        6.1866663302,       -7.9223694449,        9.9153504999,        5.3133672762,  
      1.0000000000,       1.0000000000,      -0.3620689655,      -8.3860768837,       7.8065416987,       4.6122289547,      10.4142462113,       6.1867587818,      -7.7939425567,       9.8560405147,       5.6134731867,      -8.2873819841,       7.1392129866,       4.5327230403,      10.4190304234,       6.1241662378,      -7.8033305340,       9.6351648850,       5.5827117106,      -8.3227823560,       7.0571279445,       4.5169571437,      10.2718017302,       6.1370205833,      -7.8103558524,       9.5621080524,       5.3780472150,      -8.3377370926,       7.8886779924,       4.6052586721,      10.2407069635,       6.1370203966,      -7.8083921440,       9.4976165539,       5.5250309494,      -8.3161947599,       6.8230547906,       4.4681222690,      10.3828630442,       6.1241658970,      -7.7992654813,       9.7171454098,       5.6536809410,      -8.3132635416,       7.3219266491,       4.4900676922,      10.4055751793,       6.1867587563,      -7.7920375952,       9.9165375016,       5.4159614400,      -8.3860290008,        7.8066231192,        4.6122508230,       10.3634005426,        6.1866728975,       -7.7938110747,        9.8562137076,        5.6134189338,       -8.2872548827,        7.1392391022,        4.5327126496,       10.4124173936,        6.1240575188,       -7.8031985891,        9.6352148744,        5.5826463598,       -8.3226531441,        7.0571971346,        4.5169408686,       10.2680599809,        6.1369611294,       -7.8102284129,        9.5620238540,        5.3779810142,       -8.3376092434,        7.8888702915,        4.6052736527,       10.2155457298,        6.1369613075,       -7.8082628675,        9.4975493814,        5.5249617298,       -8.3160664055,        6.8230725526,        4.4681138147,       10.3867741173,        6.1240573143,       -7.7991358285,        9.7173024630,        5.6536081040,       -8.3132132788,        7.3219593322,        4.4900880430,       10.4350227665,        6.1866729191,       -7.7919061746,        9.9156967651,        5.4159410499,  
      1.0000000000,       1.0000000000,      -0.3275862069,      -8.2692230094,       7.8065433185,       4.7255059250,      10.4725899919,       6.2259682265,      -7.7939303061,      10.0586954800,       5.6134841333,      -8.2873766897,       8.1089922947,       4.5327262404,      10.4552245617,       6.1241668803,      -7.8033169560,       9.6796346039,       5.5827189318,      -8.3227749570,       8.6631018656,       4.5169655302,      10.3437125589,       6.3624399164,      -7.8103440094,       9.9241796770,       5.5993715040,      -8.3377298629,       8.7233449093,       4.6493641664,      10.2777690492,       6.3624397865,      -7.8083790660,       9.6603074988,       5.5887313788,      -8.3161874295,       8.5585011088,       4.4681283702,      10.4130800396,       6.1241671830,      -7.7992530617,       9.8436606008,       5.6536916524,      -8.2812605799,       7.8539130536,       4.7412358639,      10.4633806728,       6.2259675799,      -7.7920251158,      10.1306211647,       5.4159672130,      -8.2690938049,        7.8066312944,        4.7255203934,       10.4724593730,        6.2259287824,       -7.7937980153,       10.0585306063,        5.6134221384,       -8.2872448368,        8.1090152724,        4.5327196857,       10.4347445120,        6.1240601187,       -7.8031842952,        9.6795690772,        5.5826524021,       -8.3226423776,        8.6631160960,        4.5169471127,       10.2737549710,        6.3623936789,       -7.8102124189,        9.9251850504,        5.5993333270,       -8.3375974045,        8.7233391765,        4.6493441208,       10.2836147091,        6.3623932894,       -7.8082478877,        9.6605816079,        5.5887674361,       -8.3160557720,        8.5585123132,        4.4681185236,       10.4055458648,        6.1240609897,       -7.7991218778,        9.8434301643,        5.6536175024,       -8.2811333400,        7.8539513105,        4.7412152050,       10.4640475882,        6.2259288309,       -7.7918925835,       10.1309126774,        5.4159456513,  
      1.0000000000,       1.0000000000,      -0.2931034483,      -8.2692161443,       7.9079393679,       4.8979993806,     -24.1336941163,       6.2393026298,      -0.2223111692,      10.0746701766,       5.6411360857,      -8.2755586993,       8.1844534001,       4.5525944852,     -24.1435793269,       6.4849316478,      -0.9147564534,      10.0510898104,       5.6068650220,      -8.0477400593,       8.6631044773,       4.6811858056,     -24.1541711220,       6.3624438487,      -1.3619566936,      10.0501051160,       5.6795076043,      -7.9776963675,       8.8904297621,       4.6493738665,     -24.1541712778,       6.3624439752,      -1.2422969914,      10.0899538550,       5.6467938118,      -8.0914946639,       8.5585041293,       4.7738407831,     -24.1435805439,       6.4849318331,      -0.6335404679,      10.0237273072,       5.6876609161,      -8.2812554235,       8.1177589354,       4.7412381527,     -24.1336938880,       6.2393027742,      -0.0549445035,      10.1615919574,       5.5862126446,      -8.2690847825,        7.9079078462,        4.8979676728,      -24.1338060159,        6.2392095989,       -0.2221690010,       10.0752502053,        5.6410733408,       -8.2755071296,        8.1844483796,        4.5527039141,      -24.1436931655,        6.4848497313,       -0.9146295580,       10.0506184159,        5.6068486304,       -8.0476788610,        8.6631209821,        4.6811969020,      -24.1542854865,        6.3623964880,       -1.3618446306,       10.0498340806,        5.6794707512,       -7.9775566747,        8.8904526781,        4.6493534711,      -24.1542856097,        6.3623961248,       -1.2421766848,       10.0894766208,        5.6467592267,       -8.0914377781,        8.5585185555,        4.7738746950,      -24.1436932163,        6.4848493852,       -0.6334088887,       10.0253851548,        5.6877011789,       -8.2811224836,        8.1177522255,        4.7412174481,      -24.1338056536,        6.2392098083,       -0.0548006102,       10.1610436157,        5.5861490982,  
      1.0000000000,       1.0000000000,      -0.2586206897,      -8.1563992384,       7.9079548198,       4.8980043275,     -24.0673840029,       6.6487926164,       0.9621191545,      10.0767877500,       5.6411403264,      -8.0814026786,       8.1844586399,       5.1901587815,     -24.0741120616,       6.5507811710,       1.1793265486,      10.0527658315,       5.8646667189,      -7.9650489571,       9.2255267293,       5.1661064029,     -24.0813224591,       6.4514665327,       1.3559917334,      10.0554693407,       5.7171988906,      -7.9448309736,       8.8904368447,       4.9601087356,     -24.0813217128,       6.4514659430,       1.3066877755,      10.0949898474,       5.8577070141,      -7.9598310477,       9.0597555265,       5.3368145233,     -24.0741116957,       6.5507795200,       1.0817846509,      10.0283151909,       5.6928526286,      -8.1068402179,       8.1177650443,       4.8369606125,     -24.0673846866,       6.6487925517,       0.9214985367,      10.1643368775,       5.5862185259,      -8.1563542454,        7.9079166453,        4.8979807522,      -24.0674972250,        6.6487756228,        0.9622198203,       10.0794392489,        5.6410778681,       -8.0813566497,        8.1844548447,        5.1901740778,      -24.0742194933,        6.5507229084,        1.1794446424,       10.0611434900,        5.8645708730,       -7.9649080629,        9.2254629623,        5.1660876794,      -24.0814323643,        6.4515121489,        1.3561253837,       10.0536916105,        5.7171092352,       -7.9447684270,        8.8904760941,        4.9600874629,      -24.0814327577,        6.4515118651,        1.3068177295,       10.0926732027,        5.8576029081,       -7.9596906223,        9.0597135026,        5.3367937840,      -24.0742209514,        6.5507235819,        1.0818946003,       10.0294434634,        5.6927973191,       -8.1067935027,        8.1177591025,        4.8369762772,      -24.0674946989,        6.6487756290,        0.9215970593,       10.1629691758,        5.5861522619,  
      1.0000000000,       1.0000000000,      -0.2241379310,      -8.1563903343,       9.6006523455,       5.3465581503,     -24.0673720993,       6.6487953527,       0.9621278071,      10.2180734634,       5.8447185022,      -8.0813959747,       9.7069588597,       5.3867475104,     -24.0740999519,       6.5507860437,       1.1793374050,      10.2309947203,       5.8646746952,      -7.9310958314,       9.3517080062,       5.1661114604,     -24.0813101336,       6.5372539980,       1.3560039070,      10.2077097391,       5.7172099185,      -7.8656011103,       9.1903703221,       4.9601153908,     -24.0813107162,       6.5372541100,       1.3066993139,      10.2298906039,       5.8577168031,      -7.9595295280,       9.5170849547,       5.3368194743,     -24.0740973183,       6.5507857103,       1.0817959605,      10.2218405723,       5.6928564244,      -8.1068319090,       9.6816907599,       5.4071220531,     -24.0673707820,       6.6487954771,       0.9215077609,      10.2107198759,       6.0833824727,      -8.1563358863,        9.6008960419,        5.3465206066,      -24.0674926746,        6.6487790296,        0.9622349690,       10.2182126783,        5.8447403732,       -8.0813377240,        9.7071120968,        5.3867217496,      -24.0742134589,        6.5507320995,        1.1794594911,       10.2425309323,        5.8645764625,       -7.9310395739,        9.3517413798,        5.1660907059,      -24.0814272157,        6.5371227367,        1.3561384815,       10.1997122929,        5.7171155372,       -7.8655425477,        9.1904306815,        4.9600949058,      -24.0814277702,        6.5371227389,        1.3068304204,       10.2320237602,        5.8576064956,       -7.9594751152,        9.5171332470,        5.3367969109,      -24.0742152570,        6.5507312827,        1.0819095392,       10.2216199616,        5.6927987262,       -8.1067750369,        9.6817563975,        5.4070827857,      -24.0674917438,        6.6487788611,        0.9216131275,       10.2119046756,        6.0832074138,  
      1.0000000000,       1.0000000000,      -0.1896551724,      -7.9218594019,       9.9236675066,       5.3465680190,      -8.4651490398,       7.3647618535,       3.8580641051,      10.3940118347,       6.1434527811,      -7.9366367353,       9.7507342259,       5.3867531959,      -8.5131972219,       6.7930931984,       3.8449754777,      10.3464769322,       5.9939136491,      -7.9310872522,       9.5002831866,       5.4668359687,      -8.5634999321,       6.5372637145,       3.4430380641,      10.2133454743,       6.2032237012,      -7.8655921618,       9.5964126089,       5.3918102409,      -8.5634998563,       6.5372621109,       3.5530261242,      10.2526308040,       6.0812510553,      -7.9595210347,       9.5266772619,       5.4842502040,      -8.5131984156,       6.7930930056,       4.0682159944,      10.4073083748,       6.0977144922,      -7.9316646985,       9.8079805149,       5.4071308354,      -8.4651478121,       7.3647620753,       3.6139203629,      10.3613800174,       6.2104287401,      -7.9217191573,        9.9240360263,        5.3465256035,       -8.4650214917,        7.3648447534,        3.8582141213,       10.3960284888,        6.1433580156,       -7.9364967624,        9.7506096852,        5.3867262950,       -8.5130724548,        6.7931037842,        3.8449596590,       10.3549062066,        5.9939094596,       -7.9310217074,        9.5002042589,        5.4667608938,       -8.5633750301,        6.5371309314,        3.4430070300,       10.2087629559,        6.2031521635,       -7.8655244964,        9.5963126862,        5.3917372306,       -8.5633750991,        6.5371312015,        3.5530024438,       10.2444515911,        6.0811905744,       -7.9594575094,        9.5266205818,        5.4843406285,       -8.5130716875,        6.7931044618,        4.0682134760,       10.4142787029,        6.0976424141,       -7.9315245158,        9.8079063032,        5.4070871385,       -8.4650217613,        7.3648463240,        3.6140804250,       10.3487620320,        6.2103426217,  
